id,fecha,modulo,descripcion,rol_usuario,sede,caracteristica_iso_25022,justificacion_tecnica
3160,4/6/2025,Portal Citas,Boton de confirmar cita no responde en dispositivos moviles,Admision,Manta,Cobertura de Contexto,"Falla de adaptabilidad de la interfaz en el contexto de dispositivos móviles, impidiendo confirmar citas desde pantallas de formatos pequeños."
3216,4/6/2025,Portal Citas,Boton de confirmar cita no responde en dispositivos moviles,Admision,Guayaquil,Cobertura de Contexto,"Falla de adaptabilidad de la interfaz en el contexto de dispositivos móviles, impidiendo confirmar citas desde pantallas de formatos pequeños."
3722,4/6/2025,Telemedicina,Audio desincronizado durante la teleconsulta,Paciente,Manta,Satisfacción,Mala experiencia sensorial e interactiva durante la teleconsulta que impacta el RNF-05 y la percepción de calidad del servicio.
1144,4/7/2025,Portal Citas,El portal muestra disponibilidad para un horario ya ocupado,Admision,Cuenca,Efectividad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
1322,4/7/2025,Portal Citas,Notificacion de recordatorio de cita llega con la fecha incorrecta,Admision,Quito,Efectividad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
1777,4/7/2025,Farmacia,Error al registrar la dispensacion de un medicamento controlado,Enfermeria,Quito,Libertad de Riesgo,"Error en el registro de medicamentos regulados, lo que genera riesgos legales, regulatorios y de seguridad en el control de sustancias psicotrópicas."
2961,4/7/2025,Farmacia,Duplicidad de codigos entre dos presentaciones distintas de un mismo farmaco,Farmacia,Guayaquil,Libertad de Riesgo,"La duplicación de códigos de fármacos introduce un riesgo de dispensación errónea en farmacia, comprometiendo la seguridad terapéutica del paciente."
3225,4/7/2025,App Movil,Version desactualizada del app impide iniciar sesion,Paciente,Cuenca,Cobertura de Contexto,Incompatibilidad y falta de robustez del sistema cuando se ejecuta en el contexto de sistemas cliente que no cuentan con la última versión de software.
3394,4/7/2025,Telemedicina,Audio desincronizado durante la teleconsulta,Paciente,Cuenca,Satisfacción,Mala experiencia sensorial e interactiva durante la teleconsulta que impacta el RNF-05 y la percepción de calidad del servicio.
3638,4/7/2025,Portal Citas,Usuario no logra agendar tras 4 intentos,Admision,Guayaquil,Satisfacción,"Incapacidad del usuario de lograr su meta tras múltiples intentos, violando el RNF-02 y provocando un alto nivel de frustración."
3764,4/7/2025,Imagenologia,Tiempo de carga de estudios de imagen supera los 27s,Enfermeria,Manta,Eficiencia,La lentitud en la carga y transferencia de archivos DICOM pesados degrada la eficiencia del flujo de trabajo clínico en imagenología.
3916,4/7/2025,Telemedicina,Grabacion de la consulta no se almacena correctamente,Paciente,Quito,Efectividad,Falla de funcionalidad en el módulo Telemedicina que impide al usuario completar sus tareas de manera precisa y completa.
1405,4/8/2025,Telemedicina,El medico no puede compartir pantalla con resultados de examenes,Paciente,Guayaquil,Efectividad,Falla de funcionalidad en el módulo Telemedicina que impide al usuario completar sus tareas de manera precisa y completa.
1894,4/8/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Enfermeria,Guayaquil,Libertad de Riesgo,"Riesgo extremo de salud para el paciente al guardar dosis farmacológicas erróneas en la receta electrónica, pudiendo causar sobredosis o inefectividad clínica."
2304,4/8/2025,Facturacion,Nota de credito no se aplica al saldo pendiente del paciente,Admision,Quito,Libertad de Riesgo,"Fallas en la aplicación de notas de crédito o reembolsos que distorsionan los estados de cuenta, arriesgando multas tributarias e inconformidad legal."
2414,4/8/2025,HCE,Tiempo de carga de la ficha clinica supera los 15s en horas pico,Medico,Quito,Eficiencia,La latencia en horas pico para abrir la ficha clínica perjudica la productividad del médico durante la consulta.
2444,4/8/2025,Reportes Gerenciales,Exportacion a Excel del reporte gerencial falla de forma intermitente,Gerencia,Manta,Efectividad,Falla intermitente en las exportaciones o ejecuciones de procesos del sistema que reduce la fiabilidad de las operaciones.
2547,4/8/2025,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Paciente,Guayaquil,Libertad de Riesgo,Inconsistencia financiera en los cobros o transacciones del sistema que infringe las normativas contables y expone al hospital a pérdidas económicas.
3112,4/8/2025,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Paciente,Guayaquil,Libertad de Riesgo,Inconsistencia financiera en los cobros o transacciones del sistema que infringe las normativas contables y expone al hospital a pérdidas económicas.
1047,4/9/2025,Facturacion,Error de calculo en el copago del seguro medico,Paciente,Ambato,Libertad de Riesgo,"Errores en el cálculo del copago de seguros o discrepancias de montos facturados, induciendo a pérdidas financieras o reclamaciones legales."
1416,4/9/2025,Reportes Gerenciales,Exportacion a Excel del reporte gerencial falla de forma intermitente,Gerencia,Quito,Efectividad,Falla intermitente en las exportaciones o ejecuciones de procesos del sistema que reduce la fiabilidad de las operaciones.
2720,4/9/2025,Portal Citas,Notificacion de recordatorio de cita llega con la fecha incorrecta,Admision,Cuenca,Efectividad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
3156,4/9/2025,Telemedicina,Notificacion de inicio de teleconsulta llega con retraso de 20s,Paciente,Manta,Eficiencia,"El sistema presenta tiempos de respuesta elevados que consumen recursos de tiempo innecesarios, degradando la eficiencia del usuario en sus tareas."
3604,4/9/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Enfermeria,Cuenca,Libertad de Riesgo,"Riesgo extremo de salud para el paciente al guardar dosis farmacológicas erróneas en la receta electrónica, pudiendo causar sobredosis o inefectividad clínica."
3707,4/9/2025,Laboratorio,Resultado de examen de laboratorio no se sincroniza con la HCE,Medico,Quito,Efectividad,Error de integración funcional que impide la sincronización y actualización del registro médico entre módulos del HIS.
1164,4/10/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Medico,Guayaquil,Efectividad,Falla de funcionalidad en el módulo Imagenologia que impide al usuario completar sus tareas de manera precisa y completa.
1526,4/10/2025,Telemedicina,La sesion se cierra automaticamente antes de terminar la consulta,Medico,Guayaquil,Efectividad,Falla de funcionalidad en el módulo Telemedicina que impide al usuario completar sus tareas de manera precisa y completa.
1740,4/10/2025,HCE,El sistema no permite adjuntar imagenes de heridas desde la tablet,Enfermeria,Quito,Cobertura de Contexto,El sistema presenta limitaciones de portabilidad y compatibilidad al operar en el contexto físico específico de tablets para adjuntar imágenes de heridas.
1790,4/10/2025,Portal Citas,Filtro de especialidad medica no devuelve resultados,Paciente,Cuenca,Efectividad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
1806,4/10/2025,Imagenologia,El informe radiologico no se adjunta automaticamente a la HCE,Medico,Ambato,Efectividad,Falla de funcionalidad en el módulo Imagenologia que impide al usuario completar sus tareas de manera precisa y completa.
2062,4/10/2025,Reportes Gerenciales,El dashboard de indicadores no refleja los datos del ultimo cierre,Gerencia,Guayaquil,Efectividad,Inconsistencia en la actualización de datos que impide la visualización correcta de información operativa reciente.
2175,4/10/2025,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Admision,Guayaquil,Libertad de Riesgo,Inconsistencia financiera en los cobros o transacciones del sistema que infringe las normativas contables y expone al hospital a pérdidas económicas.
3138,4/10/2025,Portal Citas,Filtro de especialidad medica no devuelve resultados,Paciente,Quito,Efectividad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
3378,4/10/2025,Facturacion,Reembolso aprobado no se refleja en el estado de cuenta,Paciente,Quito,Libertad de Riesgo,"Fallas en la aplicación de notas de crédito o reembolsos que distorsionan los estados de cuenta, arriesgando multas tributarias e inconformidad legal."
3752,4/10/2025,Facturacion,Nota de credito no se aplica al saldo pendiente del paciente,Paciente,Guayaquil,Libertad de Riesgo,"Fallas en la aplicación de notas de crédito o reembolsos que distorsionan los estados de cuenta, arriesgando multas tributarias e inconformidad legal."
1032,4/11/2025,Facturacion,Reintento de transaccion genera doble cobro en la tarjeta,Admision,Manta,Libertad de Riesgo,"Violación del requerimiento no funcional RNF-03 de facturación; genera cobros indebidos en las tarjetas del cliente, comprometiendo la confianza y el riesgo financiero."
1121,4/11/2025,App Movil,Resultados de examenes no se visualizan en formato PDF,Paciente,Quito,Efectividad,Falla de funcionalidad en el módulo App Movil que impide al usuario completar sus tareas de manera precisa y completa.
1304,4/11/2025,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Medico,Manta,Libertad de Riesgo,El fallo en el despliegue de alertas de interacción farmacológica pone en riesgo inminente la salud del paciente ante combinaciones letales.
2144,4/11/2025,HCE,Historial de alergias no carga al abrir la ficha del paciente,Medico,Ambato,Libertad de Riesgo,"Falla crítica que expone la seguridad del paciente al omitir información vital de alergias, con un alto riesgo de shock anafiláctico o mala praxis."
2752,4/11/2025,App Movil,El inicio de sesion con biometria falla de forma intermitente,Paciente,Guayaquil,Satisfacción,La inestabilidad en el inicio biométrico genera frustración y reduce la confianza y comodidad del usuario al acceder al aplicativo móvil.
2945,4/11/2025,HCE,Signos vitales registrados por enfermeria no aparecen en la HCE del medico,Medico,Manta,Efectividad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
3183,4/11/2025,Imagenologia,Tiempo de carga de estudios de imagen supera los 27s,Enfermeria,Quito,Eficiencia,La lentitud en la carga y transferencia de archivos DICOM pesados degrada la eficiencia del flujo de trabajo clínico en imagenología.
3466,4/11/2025,Portal Citas,Cancelacion de cita no libera el cupo en el calendario,Paciente,Quito,Efectividad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
3772,4/11/2025,App Movil,Consumo elevado de datos moviles al abrir el modulo de citas,Paciente,Quito,Cobertura de Contexto,"Consumo excesivo de ancho de banda móvil, lo que restringe el uso eficiente del sistema en redes celulares de datos (fuera de la intranet del hospital)."
1385,4/12/2025,Telemedicina,Paciente no puede unirse a la sala virtual a la hora agendada,Medico,Ambato,Efectividad,Falla de funcionalidad en el módulo Telemedicina que impide al usuario completar sus tareas de manera precisa y completa.
2040,4/12/2025,Portal Citas,Usuario no logra agendar tras 5 intentos,Paciente,Guayaquil,Satisfacción,"Incapacidad del usuario de lograr su meta tras múltiples intentos, violando el RNF-02 y provocando un alto nivel de frustración."
2953,4/12/2025,Portal Citas,El sistema no envia la confirmacion por correo electronico,Paciente,Quito,Efectividad,Falla funcional que impide completar la tarea de confirmación de cita al paciente por canal de correo electrónico.
3103,4/12/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Enfermeria,Quito,Libertad de Riesgo,"Riesgo extremo de salud para el paciente al guardar dosis farmacológicas erróneas en la receta electrónica, pudiendo causar sobredosis o inefectividad clínica."
3794,4/12/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Medico,Quito,Efectividad,Error de integración funcional que impide la sincronización y actualización del registro médico entre módulos del HIS.
1138,4/13/2025,Portal Citas,Boton de confirmar cita no responde en dispositivos moviles,Admision,Guayaquil,Cobertura de Contexto,"Falla de adaptabilidad de la interfaz en el contexto de dispositivos móviles, impidiendo confirmar citas desde pantallas de formatos pequeños."
1507,4/13/2025,Imagenologia,Perdida de calidad en las imagenes al ser visualizadas desde la app,Enfermeria,Cuenca,Satisfacción,Degradación visual que afecta la comodidad y confianza de los médicos al visualizar estudios clínicos desde la app móvil.
1575,4/13/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Medico,Quito,Efectividad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
1631,4/13/2025,Farmacia,Inventario del sistema no coincide con el stock fisico del insumo,Farmacia,Cuenca,Efectividad,Falla de funcionalidad en el módulo Farmacia que impide al usuario completar sus tareas de manera precisa y completa.
1792,4/13/2025,Farmacia,Error al registrar la dispensacion de un medicamento controlado,Enfermeria,Guayaquil,Libertad de Riesgo,"Error en el registro de medicamentos regulados, lo que genera riesgos legales, regulatorios y de seguridad en el control de sustancias psicotrópicas."
1842,4/13/2025,Imagenologia,Tiempo de carga de estudios de imagen supera los 29s,Enfermeria,Cuenca,Eficiencia,La lentitud en la carga y transferencia de archivos DICOM pesados degrada la eficiencia del flujo de trabajo clínico en imagenología.
1910,4/13/2025,Portal Citas,Usuario no logra agendar tras 3 intentos,Admision,Quito,Satisfacción,"Incapacidad del usuario de lograr su meta tras múltiples intentos, violando el RNF-02 y provocando un alto nivel de frustración."
1932,4/13/2025,Farmacia,Tiempo de respuesta del modulo de farmacia supera los 34s,Enfermeria,Manta,Eficiencia,"El sistema presenta tiempos de respuesta elevados que consumen recursos de tiempo innecesarios, degradando la eficiencia del usuario en sus tareas."
2061,4/13/2025,App Movil,El boton de teleconsulta no redirige correctamente a la videollamada,Paciente,Quito,Efectividad,Falla de funcionalidad en el módulo App Movil que impide al usuario completar sus tareas de manera precisa y completa.
2066,4/13/2025,Imagenologia,El informe radiologico no se adjunta automaticamente a la HCE,Medico,Quito,Efectividad,Falla de funcionalidad en el módulo Imagenologia que impide al usuario completar sus tareas de manera precisa y completa.
2078,4/13/2025,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Enfermeria,Quito,Libertad de Riesgo,"Riesgo de seguridad clínica debido a la fragmentación de la información de salud del paciente, lo que puede inducir a diagnósticos y tratamientos erróneos."
3079,4/13/2025,App Movil,La aplicacion se cierra inesperadamente al abrir resultados de laboratorio,Paciente,Manta,Efectividad,"Interrupción abrupta del sistema que impide que el usuario termine el registro de datos, reduciendo la efectividad operativa."
3345,4/13/2025,Telemedicina,Paciente no puede unirse a la sala virtual a la hora agendada,Medico,Cuenca,Efectividad,Falla de funcionalidad en el módulo Telemedicina que impide al usuario completar sus tareas de manera precisa y completa.
1232,4/14/2025,Laboratorio,Codigo de barras de la muestra no es reconocido por el lector,Enfermeria,Quito,Efectividad,Falla de funcionalidad en el módulo Laboratorio que impide al usuario completar sus tareas de manera precisa y completa.
2305,4/14/2025,Facturacion,Error de calculo en el copago del seguro medico,Admision,Ambato,Libertad de Riesgo,"Errores en el cálculo del copago de seguros o discrepancias de montos facturados, induciendo a pérdidas financieras o reclamaciones legales."
2408,4/14/2025,Farmacia,Alerta de vencimiento de lote no se muestra en el modulo,Farmacia,Manta,Libertad de Riesgo,Omitir la alerta de vencimiento de lotes farmacéuticos puede llevar a la administración de medicamentos caducados a los pacientes.
2441,4/14/2025,Telemedicina,Videollamada se corta a los 5 minutos,Medico,Ambato,Cobertura de Contexto,"Falta de resiliencia del canal de comunicación ante variaciones en la conectividad del usuario, interrumpiendo la sesión de teleconsulta en producción."
2853,4/14/2025,Portal Citas,Filtro de especialidad medica no devuelve resultados,Paciente,Guayaquil,Efectividad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
3584,4/14/2025,HCE,Tiempo de carga de la ficha clinica supera los 35s en horas pico,Medico,Cuenca,Eficiencia,La latencia en horas pico para abrir la ficha clínica perjudica la productividad del médico durante la consulta.
1064,4/15/2025,Farmacia,Error al registrar la dispensacion de un medicamento controlado,Farmacia,Manta,Libertad de Riesgo,"Error en el registro de medicamentos regulados, lo que genera riesgos legales, regulatorios y de seguridad en el control de sustancias psicotrópicas."
1407,4/15/2025,Portal Citas,El sistema no envia la confirmacion por correo electronico,Paciente,Quito,Efectividad,Falla funcional que impide completar la tarea de confirmación de cita al paciente por canal de correo electrónico.
1523,4/15/2025,Portal Citas,Notificacion de recordatorio de cita llega con la fecha incorrecta,Admision,Quito,Efectividad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
2041,4/15/2025,Farmacia,Receta electronica llega incompleta desde el modulo de HCE,Farmacia,Quito,Efectividad,Falla de funcionalidad en el módulo Farmacia que impide al usuario completar sus tareas de manera precisa y completa.
2202,4/15/2025,HCE,Historial de alergias no carga al abrir la ficha del paciente,Enfermeria,Quito,Libertad de Riesgo,"Falla crítica que expone la seguridad del paciente al omitir información vital de alergias, con un alto riesgo de shock anafiláctico o mala praxis."
3010,4/15/2025,Facturacion,Factura duplicada al reintentar pago,Admision,Quito,Libertad de Riesgo,"Violación del requerimiento no funcional RNF-03 de facturación; genera cobros indebidos en las tarjetas del cliente, comprometiendo la confianza y el riesgo financiero."
3239,4/15/2025,Portal Citas,Cancelacion de cita no libera el cupo en el calendario,Paciente,Guayaquil,Efectividad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
3486,4/15/2025,Telemedicina,Audio desincronizado durante la teleconsulta,Paciente,Quito,Satisfacción,Mala experiencia sensorial e interactiva durante la teleconsulta que impacta el RNF-05 y la percepción de calidad del servicio.
3785,4/15/2025,App Movil,La aplicacion se cierra inesperadamente al abrir resultados de laboratorio,Paciente,Quito,Efectividad,"Interrupción abrupta del sistema que impide que el usuario termine el registro de datos, reduciendo la efectividad operativa."
1152,4/16/2025,App Movil,El inicio de sesion con biometria falla de forma intermitente,Paciente,Cuenca,Satisfacción,La inestabilidad en el inicio biométrico genera frustración y reduce la confianza y comodidad del usuario al acceder al aplicativo móvil.
1514,4/16/2025,Reportes Gerenciales,Tiempo de generacion del reporte mensual supera los 25 minutos,Gerencia,Manta,Eficiencia,"Demoras severas en la generación de reportes mensuales de inteligencia de negocio, penalizando la eficiencia en el tiempo de procesamiento y toma de decisiones."
2227,4/16/2025,Facturacion,Factura electronica no llega al correo registrado del paciente,Admision,Ambato,Efectividad,Falla de funcionalidad en el módulo Facturacion que impide al usuario completar sus tareas de manera precisa y completa.
2555,4/16/2025,App Movil,Notificaciones push no llegan pese a estar activadas,Paciente,Quito,Efectividad,Falla de funcionalidad en el módulo App Movil que impide al usuario completar sus tareas de manera precisa y completa.
3040,4/16/2025,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Medico,Quito,Efectividad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
1224,4/17/2025,Farmacia,El sistema no descuenta automaticamente el medicamento dispensado,Enfermeria,Quito,Efectividad,Falla de funcionalidad en el módulo Farmacia que impide al usuario completar sus tareas de manera precisa y completa.
1412,4/17/2025,App Movil,La aplicacion se cierra inesperadamente al abrir resultados de laboratorio,Paciente,Cuenca,Efectividad,"Interrupción abrupta del sistema que impide que el usuario termine el registro de datos, reduciendo la efectividad operativa."
1546,4/17/2025,Telemedicina,El medico no puede compartir pantalla con resultados de examenes,Medico,Ambato,Efectividad,Falla de funcionalidad en el módulo Telemedicina que impide al usuario completar sus tareas de manera precisa y completa.
2211,4/17/2025,Facturacion,Nota de credito no se aplica al saldo pendiente del paciente,Admision,Guayaquil,Libertad de Riesgo,"Fallas en la aplicación de notas de crédito o reembolsos que distorsionan los estados de cuenta, arriesgando multas tributarias e inconformidad legal."
2627,4/17/2025,Laboratorio,El sistema no permite adjuntar el reporte en PDF del laboratorio externo,Medico,Cuenca,Efectividad,Restricción de funcionalidad que impide al usuario realizar una acción requerida para completar su tarea.
3720,4/17/2025,Facturacion,Factura generada con el nombre del paciente incorrecto,Admision,Quito,Efectividad,Falla de funcionalidad en el módulo Facturacion que impide al usuario completar sus tareas de manera precisa y completa.
3857,4/17/2025,Portal Citas,Doble reserva de un mismo cupo por dos pacientes distintos,Paciente,Quito,Libertad de Riesgo,"Doble agendamiento de un mismo cupo que genera sobreventa de citas, colapso de agenda de especialistas y multas o insatisfacción comercial."
2027,4/18/2025,HCE,El campo de diagnostico CIE-10 no permite busqueda por texto,Medico,Quito,Efectividad,Restricción de funcionalidad que impide al usuario realizar una acción requerida para completar su tarea.
2058,4/18/2025,Telemedicina,La sesion se cierra automaticamente antes de terminar la consulta,Paciente,Guayaquil,Efectividad,Falla de funcionalidad en el módulo Telemedicina que impide al usuario completar sus tareas de manera precisa y completa.
3215,4/18/2025,Facturacion,Retraso de 22s al procesar el pago con tarjeta de credito,Admision,Quito,Eficiencia,El procesamiento lento del cobro con tarjeta retrasa el flujo de caja y la atención administrativa de admisión.
3545,4/18/2025,Reportes Gerenciales,Exportacion a Excel del reporte gerencial falla de forma intermitente,Gerencia,Quito,Efectividad,Falla intermitente en las exportaciones o ejecuciones de procesos del sistema que reduce la fiabilidad de las operaciones.
3565,4/18/2025,Facturacion,El sistema no permite anular una factura emitida por error,Admision,Quito,Efectividad,Restricción de funcionalidad que impide al usuario realizar una acción requerida para completar su tarea.
3777,4/18/2025,Facturacion,Factura duplicada al reintentar pago,Paciente,Manta,Libertad de Riesgo,"Violación del requerimiento no funcional RNF-03 de facturación; genera cobros indebidos en las tarjetas del cliente, comprometiendo la confianza y el riesgo financiero."
1542,4/19/2025,App Movil,El boton de teleconsulta no redirige correctamente a la videollamada,Paciente,Quito,Efectividad,Falla de funcionalidad en el módulo App Movil que impide al usuario completar sus tareas de manera precisa y completa.
1844,4/19/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Medico,Cuenca,Efectividad,Falla de funcionalidad en el módulo Imagenologia que impide al usuario completar sus tareas de manera precisa y completa.
1864,4/19/2025,Facturacion,El sistema no reconoce el convenio con la aseguradora,Admision,Guayaquil,Libertad de Riesgo,El no reconocimiento de convenios de aseguradoras genera fricción de cobro y riesgo de pérdidas económicas por servicios no cubiertos correctamente.
1930,4/19/2025,Portal Citas,Boton de confirmar cita no responde en dispositivos moviles,Admision,Quito,Cobertura de Contexto,"Falla de adaptabilidad de la interfaz en el contexto de dispositivos móviles, impidiendo confirmar citas desde pantallas de formatos pequeños."
2178,4/19/2025,HCE,Signos vitales registrados por enfermeria no aparecen en la HCE del medico,Enfermeria,Quito,Efectividad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
2671,4/19/2025,Reportes Gerenciales,Exportacion a Excel del reporte gerencial falla de forma intermitente,Gerencia,Manta,Efectividad,Falla intermitente en las exportaciones o ejecuciones de procesos del sistema que reduce la fiabilidad de las operaciones.
1041,4/20/2025,Facturacion,Factura generada con el nombre del paciente incorrecto,Admision,Ambato,Efectividad,Falla de funcionalidad en el módulo Facturacion que impide al usuario completar sus tareas de manera precisa y completa.
1484,4/20/2025,Facturacion,Nota de credito no se aplica al saldo pendiente del paciente,Paciente,Quito,Libertad de Riesgo,"Fallas en la aplicación de notas de crédito o reembolsos que distorsionan los estados de cuenta, arriesgando multas tributarias e inconformidad legal."
1819,4/20/2025,Imagenologia,Perdida de calidad en las imagenes al ser visualizadas desde la app,Medico,Quito,Satisfacción,Degradación visual que afecta la comodidad y confianza de los médicos al visualizar estudios clínicos desde la app móvil.
1903,4/20/2025,Reportes Gerenciales,El dashboard de indicadores no refleja los datos del ultimo cierre,Gerencia,Manta,Efectividad,Inconsistencia en la actualización de datos que impide la visualización correcta de información operativa reciente.
2771,4/20/2025,Laboratorio,Retraso de 27s en la disponibilidad de resultados criticos,Medico,Cuenca,Eficiencia,"El sistema presenta tiempos de respuesta elevados que consumen recursos de tiempo innecesarios, degradando la eficiencia del usuario en sus tareas."
3351,4/20/2025,HCE,Datos de otro paciente visibles brevemente al abrir un expediente,Enfermeria,Guayaquil,Libertad de Riesgo,"Fuga de información y violación de la confidencialidad médica (HIPAA/Ley de Protección de Datos), exponiendo datos de otros pacientes."
3817,4/20/2025,HCE,Tiempo de carga de la ficha clinica supera los 22s en horas pico,Medico,Cuenca,Eficiencia,La latencia en horas pico para abrir la ficha clínica perjudica la productividad del médico durante la consulta.
2259,4/21/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Enfermeria,Manta,Efectividad,Error de integración funcional que impide la sincronización y actualización del registro médico entre módulos del HIS.
2548,4/21/2025,Facturacion,Error de calculo en el copago del seguro medico,Admision,Quito,Libertad de Riesgo,"Errores en el cálculo del copago de seguros o discrepancias de montos facturados, induciendo a pérdidas financieras o reclamaciones legales."
2781,4/21/2025,HCE,Signos vitales registrados por enfermeria no aparecen en la HCE del medico,Enfermeria,Guayaquil,Efectividad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
2815,4/21/2025,App Movil,El inicio de sesion con biometria falla de forma intermitente,Paciente,Quito,Satisfacción,La inestabilidad en el inicio biométrico genera frustración y reduce la confianza y comodidad del usuario al acceder al aplicativo móvil.
2874,4/21/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Medico,Guayaquil,Efectividad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
3287,4/21/2025,Reportes Gerenciales,El reporte de ocupacion hospitalaria no se actualiza automaticamente,Gerencia,Guayaquil,Efectividad,Inconsistencia en la actualización de datos que impide la visualización correcta de información operativa reciente.
3374,4/21/2025,Imagenologia,Perdida de calidad en las imagenes al ser visualizadas desde la app,Medico,Ambato,Satisfacción,Degradación visual que afecta la comodidad y confianza de los médicos al visualizar estudios clínicos desde la app móvil.
3767,4/21/2025,Portal Citas,Doble reserva de un mismo cupo por dos pacientes distintos,Paciente,Quito,Libertad de Riesgo,"Doble agendamiento de un mismo cupo que genera sobreventa de citas, colapso de agenda de especialistas y multas o insatisfacción comercial."
1068,4/22/2025,App Movil,Version desactualizada del app impide iniciar sesion,Paciente,Cuenca,Cobertura de Contexto,Incompatibilidad y falta de robustez del sistema cuando se ejecuta en el contexto de sistemas cliente que no cuentan con la última versión de software.
1500,4/22/2025,Facturacion,Discrepancia entre el monto facturado y el detalle de servicios,Admision,Guayaquil,Libertad de Riesgo,"Errores en el cálculo del copago de seguros o discrepancias de montos facturados, induciendo a pérdidas financieras o reclamaciones legales."
1692,4/22/2025,Imagenologia,El informe radiologico no se adjunta automaticamente a la HCE,Medico,Quito,Efectividad,Falla de funcionalidad en el módulo Imagenologia que impide al usuario completar sus tareas de manera precisa y completa.
1721,4/22/2025,Portal Citas,Cita agendada no aparece reflejada en el calendario del especialista,Admision,Ambato,Efectividad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
2107,4/22/2025,Telemedicina,Videollamada se corta a los 5 minutos,Medico,Manta,Cobertura de Contexto,"Falta de resiliencia del canal de comunicación ante variaciones en la conectividad del usuario, interrumpiendo la sesión de teleconsulta en producción."
2730,4/22/2025,Farmacia,El sistema bloquea la dispensacion sin mostrar el motivo,Farmacia,Manta,Satisfacción,La falta de mensajes informativos claros y feedback del sistema incrementa la incertidumbre y frustración del operario farmacéutico.
3646,4/22/2025,HCE,Historial de alergias no carga al abrir la ficha del paciente,Enfermeria,Guayaquil,Libertad de Riesgo,"Falla crítica que expone la seguridad del paciente al omitir información vital de alergias, con un alto riesgo de shock anafiláctico o mala praxis."
3672,4/22/2025,Telemedicina,Paciente no puede unirse a la sala virtual a la hora agendada,Paciente,Quito,Efectividad,Falla de funcionalidad en el módulo Telemedicina que impide al usuario completar sus tareas de manera precisa y completa.
3677,4/22/2025,Telemedicina,El medico no puede compartir pantalla con resultados de examenes,Medico,Guayaquil,Efectividad,Falla de funcionalidad en el módulo Telemedicina que impide al usuario completar sus tareas de manera precisa y completa.
2059,4/23/2025,Facturacion,Factura duplicada al reintentar pago,Admision,Guayaquil,Libertad de Riesgo,"Violación del requerimiento no funcional RNF-03 de facturación; genera cobros indebidos en las tarjetas del cliente, comprometiendo la confianza y el riesgo financiero."
2156,4/23/2025,Facturacion,Factura electronica no llega al correo registrado del paciente,Paciente,Guayaquil,Efectividad,Falla de funcionalidad en el módulo Facturacion que impide al usuario completar sus tareas de manera precisa y completa.
2208,4/23/2025,Imagenologia,Perdida de calidad en las imagenes al ser visualizadas desde la app,Medico,Guayaquil,Satisfacción,Degradación visual que afecta la comodidad y confianza de los médicos al visualizar estudios clínicos desde la app móvil.
2273,4/23/2025,HCE,Signos vitales registrados por enfermeria no aparecen en la HCE del medico,Medico,Cuenca,Efectividad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
